individualID,specimenID,specimenIdSource,organ,tissue,BrodmannArea,sampleStatus,tissueWeight,tissueVolume,nucleicAcidSource,cellType,fastingState,isPostMortem,samplingAge,samplingAgeUnits,visitNumber,assay,exclude,excludeReason,samplingDate,platform,RIN,rnaBatch,libraryBatch,sequencingBatch,libraryPrep,libraryPreparationMethod,isStranded,readStrandOrigin,runType,readLength,notes
R7551006,681_120604,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.2,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7540069,335_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.2,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7516349,69_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7483736,430_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.6,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7462671,138_120419,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.8,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7438391,705_120605,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.3,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7412731,715_120531,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.2,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7384738,28_120411,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7366225,674_120530,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.7,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7347788,174_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.4,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7334123,394_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.9,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7325259,159_120423,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.4,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7298955,559_120517,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.7,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7295303,670_120530,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.6,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7286984,517_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.6,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7272395,221_120425,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.5,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7210604,100_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7208968,540_120516,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7207154,58_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7157957,389_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7143693,450_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7141740,486_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.4,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7137826,370_120502,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7096488,716_120531,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7095349,244_120426,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7090624,682_120604,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7066784,292_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.8,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7054373,302_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7047807,377_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,0,0,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7043881,56_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.7,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7039412,483_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.3,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7025378,344_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.6,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6939144,594_120522,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.5,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6934314,219_120425,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.5,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6911631,150_120419,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.5,,0,0,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6887989,693_120605,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.1,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6879714,660_120530,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.1,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6862468,383_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,0,0,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6849345,191_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6847727,97_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.5,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6820248,591_120522,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6802400,685_120604,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6799253,283_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.2,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6765868,368_120502,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.7,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6759986,489_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.2,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6754596,535_120516,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.4,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6751504,386_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.8,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6743664,461_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6739300,203_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6728038,325_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6698302,718_120531,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.3,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6691514,119_120418,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6681836,165_120423,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.1,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6665276,213_120425,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.7,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6655598,286_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,9.2,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6636386,635_120524,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.3,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6627307,200_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6622577,466_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.3,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6604064,608_120523,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.3,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6589731,126_120419,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6557859,420_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.8,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6555891,104_120418,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.3,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6536134,553_120517,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.5,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6531744,380_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6515859,80_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.8,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6487961,177_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6478102,201_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.8,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6476704,702_120605,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.8,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6415047,133_120419,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.2,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6411801,70_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.8,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6392007,285_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6352950,359_120502,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6346298,393_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.2,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6337324,65_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.3,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6319811,636_120524,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6312023,403_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.2,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6292415,647_120529,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.6,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6284240,266_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6268135,475_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.8,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6267541,423_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6265038,550_120517,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.7,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6253512,36_120416,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.4,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6249698,176_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.3,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6231758,152_120419,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6226355,494_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.5,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6176158,166_120423,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6171213,11_120410,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.2,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6163593,32_120416,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.4,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6132310,562_120517,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6122967,526_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.3,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6114572,474_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6108690,691_120605,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.6,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6068406,47_120416,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.2,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6058053,456_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6057469,118_120418,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6003498,33_120416,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.5,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R6001210,259_120426,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.6,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5992638,125_120419,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.4,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5973191,468_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.6,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5965031,407_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5955028,511_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5935442,677_120604,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.7,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5927382,577_120521,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5907586,437_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5883172,299_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5850046,498_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.1,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5789564,294_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5766881,419_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.8,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5739959,648_120529,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.6,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5694375,141_120419,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5693901,492_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,9.1,,"0, 6, 7","0, 6, 7",polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5683778,53_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.5,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5656511,551_120517,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5636935,416_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.7,,0,0,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5574987,103_120418,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.7,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5557408,280_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.2,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5546461,711_120531,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.5,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5541746,505_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5525186,355_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.8,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5508487,304_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.6,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5508047,440_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.6,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5499256,73_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.4,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5489358,78_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5483154,412_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.7,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5459434,01_120405,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.7,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5454379,388_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.7,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5449861,720_120531,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.8,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5447358,515_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5437670,713_120531,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.6,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5415701,93_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,0,0,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5405023,537_120516,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5385855,392_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5374583,331_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.4,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5369295,224_120425,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5357999,571_120521,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.1,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5356410,281_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.7,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5334541,595_120522,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,9.9,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5259690,583_120522,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.4,,0,0,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5256488,491_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.7,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5234179,215_120425,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R5225205,186_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.3,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
