Gene,Gene_name,In_OMIM,In_OpenTargets_Platform,OpenTargets_score,OpenTargets_sources,In_ClinVar,In_SZDB,Databases
A3GALT2,"alpha 1,3-galactosyltransferase 2",N,Y,0.09353932034400413,gwas_credible_sets,N,N,OpenTargets_Platform
ABCA13,ATP binding cassette subfamily A member 13,Y,Y,0.27119324917087145,eva|europepmc,Y,N,OMIM|OpenTargets_Platform|ClinVar
ABCB1,ATP binding cassette subfamily B member 1,N,Y,0.16170432929216066,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ABCB4,ATP binding cassette subfamily B member 4,N,Y,0.11087395640541053,eva,Y,N,OpenTargets_Platform|ClinVar
ABCB9,ATP binding cassette subfamily B member 9,N,Y,0.10961263884229774,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ABCC4,ATP binding cassette subfamily C member 4 (PEL blood group),N,Y,0.045025267148429915,gwas_credible_sets,N,N,OpenTargets_Platform
ABCF3,ATP binding cassette subfamily F member 3,N,Y,0.04070517118886358,gwas_credible_sets,N,N,OpenTargets_Platform
ACADS,acyl-CoA dehydrogenase short chain,N,Y,0.2076139706709906,gwas_credible_sets,N,N,OpenTargets_Platform
ACE,angiotensin I converting enzyme,N,Y,0.44573304279191317,gwas_credible_sets|europepmc|impc,N,N,OpenTargets_Platform
ACER2,alkaline ceramidase 2,N,Y,0.024442974781896814,gwas_credible_sets,N,N,OpenTargets_Platform
ACHE,acetylcholinesterase (Yt blood group),N,Y,0.3252720546314883,clinical_precedence|europepmc,N,N,OpenTargets_Platform
ACTBL2,actin beta like 2,N,Y,0.2377441058770879,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ACTC1,actin alpha cardiac muscle 1,N,Y,0.1420904498058195,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ACTL6B,actin like 6B,N,Y,0.018785570223230755,gwas_credible_sets,N,N,OpenTargets_Platform
ACTR1A,actin related protein 1A,N,Y,0.03609837333591602,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ACTR1B,actin related protein 1B,N,Y,0.06231024225657371,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ACTR5,actin related protein 5,N,Y,0.33926054115864274,gwas_credible_sets,N,N,OpenTargets_Platform
ADAM10,ADAM metallopeptidase domain 10,N,Y,0.38176021206436106,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ADAMTSL3,ADAMTS like 3,N,Y,0.21273123394057505,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ADAT2,adenosine deaminase tRNA specific 2,N,Y,0.08753691918404374,gwas_credible_sets,N,N,OpenTargets_Platform
ADCK1,aarF domain containing kinase 1,N,Y,0.022753503720573526,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ADCY10,adenylate cyclase 10,N,Y,0.03384771320380207,gwas_credible_sets,N,N,OpenTargets_Platform
ADCY2,adenylate cyclase 2,N,Y,0.2691918809457282,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ADGB,androglobin,N,Y,0.026335377102415816,gwas_credible_sets,N,N,OpenTargets_Platform
ADGRB1,adhesion G protein-coupled receptor B1,N,Y,0.050054739606218826,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ADGRL1,adhesion G protein-coupled receptor L1,Y,N,0.0036957985468470188,europepmc,N,N,OMIM
ADGRV1,adhesion G protein-coupled receptor V1,N,Y,0.32248375965340764,gwas_credible_sets|expression_atlas|europepmc,N,N,OpenTargets_Platform
ADIPOR2,adiponectin receptor 2,N,Y,0.032901961135963685,gwas_credible_sets,N,N,OpenTargets_Platform
ADNP,activity dependent neuroprotector homeobox,Y,N,0.03350292418106482,europepmc,N,N,OMIM
ADNP2,ADNP homeobox 2,Y,N,0.018877899119277047,europepmc,N,N,OMIM
ADO,2-aminoethanethiol dioxygenase,N,Y,0.16572378888782408,gwas_credible_sets,N,N,OpenTargets_Platform
ADORA2A,adenosine A2a receptor,N,Y,0.08815149727706265,europepmc|clinical_precedence,N,N,OpenTargets_Platform
ADORA2B,adenosine A2b receptor,N,Y,0.05788544473999142,clinical_precedence|europepmc,N,N,OpenTargets_Platform
ADRA1A,adrenoceptor alpha 1A,N,Y,0.49520523424558716,clinical_precedence|europepmc,N,N,OpenTargets_Platform
ADRA1B,adrenoceptor alpha 1B,N,Y,0.48975461602014203,clinical_precedence,N,N,OpenTargets_Platform
ADRA1D,adrenoceptor alpha 1D,N,Y,0.49228275371767605,clinical_precedence|europepmc|expression_atlas,N,N,OpenTargets_Platform
ADRA2A,adrenoceptor alpha 2A,N,Y,0.08999062294574897,europepmc|clinical_precedence,N,N,OpenTargets_Platform
ADRA2B,adrenoceptor alpha 2B,N,Y,0.040637288148100456,clinical_precedence|europepmc,N,N,OpenTargets_Platform
ADRA2C,adrenoceptor alpha 2C,N,Y,0.0828919237647102,europepmc|clinical_precedence,N,N,OpenTargets_Platform
AFF3,ALF transcription elongation factor 3,N,Y,0.27213063160249784,gwas_credible_sets,N,N,OpenTargets_Platform
AGAP1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",N,Y,0.2283561810171106,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
AGBL4,AGBL carboxypeptidase 4,N,Y,0.2745666835943008,gwas_credible_sets,N,N,OpenTargets_Platform
AGFG1,ArfGAP with FG repeats 1,N,Y,0.02952585544369961,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
AGO1,argonaute RISC component 1,N,Y,0.18065862328171622,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
AGO3,argonaute RISC catalytic component 3,N,Y,0.11844670917954528,gwas_credible_sets,N,N,OpenTargets_Platform
AGO4,argonaute RISC component 4,N,Y,0.07078662170121632,gwas_credible_sets,N,N,OpenTargets_Platform
AHI1,Abelson helper integration site 1,Y,N,0.04770874223457292,europepmc,N,N,OMIM
AIG1,androgen induced 1,N,Y,0.13700858921279482,gwas_credible_sets,N,N,OpenTargets_Platform
AJUBA,ajuba LIM protein,N,Y,0.02633963001366731,gwas_credible_sets,N,N,OpenTargets_Platform
AK4,adenylate kinase 4,N,Y,0.3077508243917142,gwas_credible_sets,N,N,OpenTargets_Platform
AKAP10,A-kinase anchoring protein 10,N,Y,0.13398708645433796,gwas_credible_sets,N,N,OpenTargets_Platform
AKAP6,A-kinase anchoring protein 6,N,Y,0.36187525447552726,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
AKT1,AKT serine/threonine kinase 1,Y,Y,0.10877434065027536,europepmc|eva,Y,N,OMIM|OpenTargets_Platform|ClinVar
AKT3,AKT serine/threonine kinase 3,N,Y,0.4677778739575651,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ALAS1,5'-aminolevulinate synthase 1,N,Y,0.029152297179199448,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ALDH1L1,aldehyde dehydrogenase 1 family member L1,N,Y,0.021427489588189463,gwas_credible_sets|europepmc|expression_atlas,N,N,OpenTargets_Platform
ALDH5A1,aldehyde dehydrogenase 5 family member A1,N,Y,0.2775955352965093,clinical_precedence,N,N,OpenTargets_Platform
ALG14,ALG14 UDP-N-acetylglucosaminyltransferase subunit,N,Y,0.043416404865272464,gwas_credible_sets,N,N,OpenTargets_Platform
ALK,ALK receptor tyrosine kinase,N,Y,0.2826745925440112,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ALKAL1,,N,N,,,Y,N,ClinVar
ALPK3,alpha kinase 3,N,Y,0.20327501418878408,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
AMBRA1,autophagy and beclin 1 regulator 1,N,Y,0.07465226463851506,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
AMN,amnion associated transmembrane protein,N,Y,0.026620729686770758,gwas_credible_sets,N,N,OpenTargets_Platform
AMZ1,archaelysin family metallopeptidase 1,N,Y,0.03638545797754195,gwas_credible_sets,N,N,OpenTargets_Platform
ANAPC5,anaphase promoting complex subunit 5,N,Y,0.24583716944209694,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ANAPC7,anaphase promoting complex subunit 7,N,Y,0.02035098438504834,gwas_credible_sets,N,N,OpenTargets_Platform
ANG,angiogenin,N,Y,0.057213520779141304,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ANGPT2,angiopoietin 2,N,Y,0.02635784213339809,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ANGPTL2,angiopoietin like 2,N,Y,0.12220956253411784,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ANK3,ankyrin 3,N,Y,0.29186713082271537,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ANKK1,ankyrin repeat and kinase domain containing 1,N,Y,0.0797002335840043,europepmc|gwas_credible_sets|eva,Y,N,OpenTargets_Platform|ClinVar
ANKRD1,ankyrin repeat domain 1,N,Y,0.2293187661403429,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ANKRD36,ankyrin repeat domain 36,N,Y,0.2962805258651564,gwas_credible_sets,N,N,OpenTargets_Platform
ANKRD44,ankyrin repeat domain 44,N,Y,0.04268901796593673,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ANKRD45,ankyrin repeat domain 45,N,Y,0.099566792575041,gwas_credible_sets|impc|europepmc,N,N,OpenTargets_Platform
ANKRD55,ankyrin repeat domain 55,N,Y,0.19692629205236367,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ANKRD63,ankyrin repeat domain 63,N,Y,0.14317119238886603,gwas_credible_sets,N,N,OpenTargets_Platform
ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B,N,Y,0.37463372328676336,gwas_credible_sets|impc|europepmc,N,N,OpenTargets_Platform
ANP32E,acidic nuclear phosphoprotein 32 family member E,N,Y,0.021281786812419438,gwas_credible_sets,N,N,OpenTargets_Platform
ANPEP,"alanyl aminopeptidase, membrane",N,Y,0.03269383670648754,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ANXA1,annexin A1,N,Y,0.2799163063149147,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
AP2B1,adaptor related protein complex 2 subunit beta 1,N,Y,0.09065360703379191,impc|gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
AP2M1,adaptor related protein complex 2 subunit mu 1,N,Y,0.08154353964803382,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
AP3B1,adaptor related protein complex 3 subunit beta 1,N,Y,0.2522004742864879,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
AP3B2,adaptor related protein complex 3 subunit beta 2,N,Y,0.2958751659685841,gwas_credible_sets|impc,N,N,OpenTargets_Platform
AP3D1,adaptor related protein complex 3 subunit delta 1,N,Y,0.09348757057845154,gwas_credible_sets|impc,N,N,OpenTargets_Platform
AP3S2,adaptor related protein complex 3 subunit sigma 2,N,Y,0.052756145613585236,gwas_credible_sets,N,N,OpenTargets_Platform
APAF1,apoptotic peptidase activating factor 1,N,Y,0.11295496583815437,gwas_credible_sets,N,N,OpenTargets_Platform
APBA1,amyloid beta precursor protein binding family A member 1,N,Y,0.18909091899878158,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
APOBR,apolipoprotein B receptor,N,Y,0.025844918269831887,gwas_credible_sets,N,N,OpenTargets_Platform
APOC1,apolipoprotein C1,N,Y,0.076033607690668,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
APOE,apolipoprotein E,Y,Y,0.3560533184855201,gwas_credible_sets|europepmc|impc,N,N,OMIM|OpenTargets_Platform
APOL1,apolipoprotein L1,Y,N,0.03789958647702518,europepmc,N,N,OMIM
APOL2,apolipoprotein L2,Y,N,0.005979481494842881,europepmc,N,N,OMIM
APOL3,apolipoprotein L3,Y,N,,,N,N,OMIM
APOL4,apolipoprotein L4,Y,N,0.004958529717019749,europepmc,N,N,OMIM
APOL5,apolipoprotein L5,Y,N,0.0014783194187388072,europepmc,N,N,OMIM
APOL6,apolipoprotein L6,Y,N,,,N,N,OMIM
APP,amyloid beta precursor protein,Y,N,0.04249952453865227,europepmc,N,N,OMIM
ARFGEF2,ARF guanine nucleotide exchange factor 2,N,Y,0.06647739570919226,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ARHGAP1,Rho GTPase activating protein 1,N,Y,0.17770584763241587,gwas_credible_sets,N,N,OpenTargets_Platform
ARHGAP15,Rho GTPase activating protein 15,N,Y,0.3088161332560516,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ARHGAP18,Rho GTPase activating protein 18,Y,N,0.030005367113284977,europepmc,N,N,OMIM
ARHGAP42,Rho GTPase activating protein 42,N,Y,0.3172849675169304,gwas_credible_sets,N,N,OpenTargets_Platform
ARHGEF28,Rho guanine nucleotide exchange factor 28,N,Y,0.25063466066767487,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ARID1B,AT-rich interaction domain 1B,N,Y,0.11087395640541053,eva,Y,N,OpenTargets_Platform|ClinVar
ARID5B,AT-rich interaction domain 5B,N,Y,0.027501622018389918,gwas_credible_sets,N,N,OpenTargets_Platform
ARIH2,ariadne RBR E3 ubiquitin protein ligase 2,N,Y,0.06485317855774739,gwas_credible_sets,N,N,OpenTargets_Platform
ARL11,ARF like GTPase 11,N,Y,0.02148430469122376,gwas_credible_sets,N,N,OpenTargets_Platform
ARL15,ARF like GTPase 15,N,Y,0.20959434863931115,gwas_credible_sets,N,N,OpenTargets_Platform
ARL16,,N,N,,,Y,N,ClinVar
ARL3,ARF like GTPase 3,N,Y,0.20814032167585908,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ARL5B,ARF like GTPase 5B,N,Y,0.20471525667962082,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ARL6IP4,ARF like GTPase 6 interacting protein 4,N,Y,0.24427345635177,gwas_credible_sets,N,N,OpenTargets_Platform
ARMS2,age-related maculopathy susceptibility 2,N,Y,0.050294793534471485,gwas_credible_sets,N,N,OpenTargets_Platform
ARPC1B,actin related protein 2/3 complex subunit 1B,N,Y,0.24143796725154304,gwas_credible_sets,N,N,OpenTargets_Platform
ARPC3,actin related protein 2/3 complex subunit 3,N,Y,0.11875377715903974,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ARPIN,actin related protein 2/3 complex inhibitor,N,Y,0.02550060731107665,gwas_credible_sets,N,N,OpenTargets_Platform
ARRDC3,arrestin domain containing 3,N,Y,0.2145906508333684,gwas_credible_sets,N,N,OpenTargets_Platform
ARSA,arylsulfatase A,Y,Y,0.02900035135235233,gwas_credible_sets|europepmc,N,N,OMIM|OpenTargets_Platform
ARSB,arylsulfatase B,N,Y,0.1128604481243408,eva|europepmc,Y,N,OpenTargets_Platform|ClinVar
AS3MT,arsenite methyltransferase,N,Y,0.4646965044716118,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ASB18,ankyrin repeat and SOCS box containing 18,N,Y,0.06833270567143972,impc|gwas_credible_sets,N,N,OpenTargets_Platform
ASB5,ankyrin repeat and SOCS box containing 5,N,Y,0.03614989112214794,gwas_credible_sets,N,N,OpenTargets_Platform
ASB7,ankyrin repeat and SOCS box containing 7,N,Y,0.06016391572059163,gwas_credible_sets,N,N,OpenTargets_Platform
ASCC2,activating signal cointegrator 1 complex subunit 2,N,Y,0.028135900569112585,gwas_credible_sets,N,N,OpenTargets_Platform
ASF1A,anti-silencing function 1A histone chaperone,N,Y,0.2031645746443241,gwas_credible_sets,N,N,OpenTargets_Platform
ASIC1,acid sensing ion channel subunit 1,N,Y,0.06697337998355155,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ASTN1,astrotactin 1,N,Y,0.31863697580766676,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ASTN2,astrotactin 2,N,N,0.012774303280204942,europepmc,Y,N,ClinVar
ATF7IP,activating transcription factor 7 interacting protein,N,Y,0.42177314269240906,gwas_credible_sets,N,N,OpenTargets_Platform
ATG13,autophagy related 13,N,Y,0.08713585540825386,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ATG7,,N,N,,,Y,N,ClinVar
ATP10D,ATPase phospholipid transporting 10D (putative),N,Y,0.041991392534840036,gwas_credible_sets,N,N,OpenTargets_Platform
ATP2A1,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,N,Y,0.11472715548129436,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,Y,Y,0.4795141692682048,gwas_credible_sets|europepmc,N,N,OMIM|OpenTargets_Platform
ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,N,Y,0.03888213579213343,gwas_credible_sets,N,N,OpenTargets_Platform
ATP5MC1,ATP synthase membrane subunit c locus 1,N,Y,0.12090357699123834,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ATP6V0B,ATPase H+ transporting V0 subunit b,N,Y,0.09397084095842627,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2,N,Y,0.1355693637205757,gwas_credible_sets,N,N,OpenTargets_Platform
ATRX,ATRX chromatin remodeler,N,Y,0.13896202536144786,eva|europepmc,Y,N,OpenTargets_Platform|ClinVar
ATXN1,ataxin 1,Y,Y,0.39015586188637685,gwas_credible_sets|eva|europepmc,Y,N,OMIM|OpenTargets_Platform|ClinVar
ATXN2L,ataxin 2 like,N,Y,0.052408153773221354,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ATXN7,ataxin 7,N,Y,0.46786347856452054,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ATXN7L3B,ataxin 7 like 3B,N,Y,0.029411346450566617,gwas_credible_sets,N,N,OpenTargets_Platform
ATXN8OS,ATXN8 opposite strand lncRNA,Y,N,0.0042501683288740716,europepmc,N,N,OMIM
AUTS1,"Autism, susceptibility to, 1",Y,N,,,N,N,OMIM
AVL9,AVL9 cell migration associated,N,Y,0.1384377160868579,gwas_credible_sets,N,N,OpenTargets_Platform
AVPR1A,arginine vasopressin receptor 1A,N,Y,0.030074240121012015,europepmc|clinical_precedence,N,N,OpenTargets_Platform
AVPR1B,arginine vasopressin receptor 1B,N,Y,0.005605294462717977,europepmc|clinical_precedence,N,N,OpenTargets_Platform
AVPR2,arginine vasopressin receptor 2,N,Y,0.008315546730405793,europepmc|clinical_precedence,N,N,OpenTargets_Platform
AXDND1,axonemal dynein light chain domain containing 1,N,Y,0.09940226346366479,gwas_credible_sets,N,N,OpenTargets_Platform
B3GAT1,"beta-1,3-glucuronyltransferase 1",N,Y,0.34279592880443416,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
B3GNT6,,N,N,,,Y,N,ClinVar
B4GALT2,"beta-1,4-galactosyltransferase 2",N,Y,0.029505547264513692,gwas_credible_sets,N,N,OpenTargets_Platform
BABAM2,BRISC and BRCA1 A complex member 2,N,Y,0.024730457547477318,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
BACE2,beta-secretase 2,N,Y,0.22467566482871645,gwas_credible_sets,N,N,OpenTargets_Platform
BAG4,BAG cochaperone 4,N,Y,0.06452452943764386,gwas_credible_sets,N,N,OpenTargets_Platform
BAG5,BAG cochaperone 5,N,Y,0.36483641200450406,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
BAK1,BCL2 antagonist/killer 1,N,Y,0.10824780455836963,gwas_credible_sets,N,N,OpenTargets_Platform
BANK1,B cell scaffold protein with ankyrin repeats 1,N,Y,0.051370676875170135,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
BARD1,BRCA1 associated RING domain 1,N,Y,0.030003600119659826,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
BARHL1,BarH like homeobox 1,N,Y,0.05460161997035966,gwas_credible_sets,N,N,OpenTargets_Platform
BARHL2,BarH like homeobox 2,N,Y,0.3369814234908847,gwas_credible_sets,N,N,OpenTargets_Platform
BBS5,Bardet-Biedl syndrome 5,N,Y,0.2211025915602008,gwas_credible_sets,N,N,OpenTargets_Platform
BBS9,Bardet-Biedl syndrome 9,N,Y,0.1155859723072028,eva|europepmc,Y,N,OpenTargets_Platform|ClinVar
BBX,BBX high mobility group box domain containing,N,Y,0.3138301221522632,gwas_credible_sets,N,N,OpenTargets_Platform
BCAR3,"BCAR3 adaptor protein, NSP family member",N,Y,0.28195059679822526,gwas_credible_sets,N,N,OpenTargets_Platform
BCAS1,brain enriched myelin associated protein 1,Y,N,0.014280127873925836,europepmc|expression_atlas,N,N,OMIM
BCKDK,branched chain keto acid dehydrogenase kinase,Y,N,,,N,N,OMIM
BCL11A,BCL11 transcription factor A,N,Y,0.48577986514220195,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
BCL11B,BCL11 transcription factor B,N,Y,0.502691095265243,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
BCL2L12,BCL2 like 12,N,Y,0.02840634696800555,gwas_credible_sets,N,N,OpenTargets_Platform
BCL6,BCL6 transcription repressor,N,Y,0.06731007803015494,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
BCL7A,BAF chromatin remodeling complex subunit BCL7A,N,Y,0.04138623727052162,gwas_credible_sets,N,N,OpenTargets_Platform
BDNF,brain derived neurotrophic factor,Y,Y,0.3123338483775632,gwas_credible_sets|europepmc,N,N,OMIM|OpenTargets_Platform
BEND4,BEN domain containing 4,N,Y,0.02664812234532033,gwas_credible_sets,N,N,OpenTargets_Platform
BHLHA9,basic helix-loop-helix family member a9,N,Y,0.020474707066755228,gwas_credible_sets,N,N,OpenTargets_Platform
BHLHE22,basic helix-loop-helix family member e22,N,Y,0.2355787157149912,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
BIRC6,baculoviral IAP repeat containing 6,N,N,0.009239496367117545,europepmc,Y,N,ClinVar
BIRC6-AS2,,N,N,,,Y,N,ClinVar
BLID,"BH3-like motif containing, cell death inducer",N,Y,0.3247920098521263,gwas_credible_sets,N,N,OpenTargets_Platform
BLOC1S1,biogenesis of lysosomal organelles complex 1 subunit 1,N,Y,0.05855444483468207,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
BLOC1S2,biogenesis of lysosomal organelles complex 1 subunit 2,N,Y,0.019816222382560186,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
BLOC1S6,biogenesis of lysosomal organelles complex 1 subunit 6,Y,N,0.022513572814543085,europepmc,N,N,OMIM
BMP2K,BMP2 inducible kinase,N,Y,0.04711201479540604,gwas_credible_sets,N,N,OpenTargets_Platform
BMP3,bone morphogenetic protein 3,N,Y,0.041844923868417754,gwas_credible_sets,N,N,OpenTargets_Platform
BMP8A,bone morphogenetic protein 8a,N,Y,0.09638826697653946,gwas_credible_sets,N,N,OpenTargets_Platform
BMPR1B,bone morphogenetic protein receptor type 1B,N,Y,0.3124988099205933,gwas_credible_sets|expression_atlas,N,N,OpenTargets_Platform
BNIP3L,BCL2 interacting protein 3 like,N,Y,0.4742819569287403,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
BOLL,boule RNA binding protein,N,Y,0.07957361340530672,gwas_credible_sets,N,N,OpenTargets_Platform
BORCS7,BLOC-1 related complex subunit 7,N,Y,0.2984285164498322,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
BRAF,"B-Raf proto-oncogene, serine/threonine kinase",N,Y,0.07922788809219182,gwas_credible_sets|impc|europepmc,N,N,OpenTargets_Platform
BRCA2,BRCA2 DNA repair associated,N,Y,0.12177484114871474,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
BRD4,bromodomain containing 4,Y,N,0.014429013493315233,europepmc,N,N,OMIM
BRINP2,BMP/retinoic acid inducible neural specific 2,N,Y,0.4112333495921857,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
BRINP3,BMP/retinoic acid inducible neural specific 3,N,Y,0.07863050935022156,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
BTBD18,BTB domain containing 18,N,Y,0.05965177838035747,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
BTG1,BTG anti-proliferation factor 1,N,Y,0.25029148548052793,gwas_credible_sets,N,N,OpenTargets_Platform
C10orf95,chromosome 10 open reading frame 95,N,Y,0.33053812388886156,gwas_credible_sets,N,N,OpenTargets_Platform
C11orf87,chromosome 11 open reading frame 87,N,Y,0.2527564066520266,gwas_credible_sets|expression_atlas|europepmc,N,N,OpenTargets_Platform
C12orf43,chromosome 12 open reading frame 43,N,Y,0.12119847837329516,gwas_credible_sets,N,N,OpenTargets_Platform
C16orf96,chromosome 16 open reading frame 96,N,Y,0.028099632419341675,gwas_credible_sets,N,N,OpenTargets_Platform
C17orf75,chromosome 17 open reading frame 75,N,Y,0.07422624043202602,gwas_credible_sets,N,N,OpenTargets_Platform
C1D,C1D nuclear receptor corepressor,N,Y,0.12216463125782558,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
C1orf167,chromosome 1 open reading frame 167,N,Y,0.02025407748593946,gwas_credible_sets,N,N,OpenTargets_Platform
C1orf210,chromosome 1 open reading frame 210,N,Y,0.019432485601015164,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
C1orf216,chromosome 1 open reading frame 216,N,Y,0.1484110855399527,gwas_credible_sets,N,N,OpenTargets_Platform
C1orf94,chromosome 1 open reading frame 94,N,Y,0.08174821820951916,gwas_credible_sets,N,N,OpenTargets_Platform
C2CD4A,C2 calcium dependent domain containing 4A,N,Y,0.029178704716660633,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
C2orf49,chromosome 2 open reading frame 49,N,Y,0.10390065126565436,gwas_credible_sets,N,N,OpenTargets_Platform
C2orf69,chromosome 2 open reading frame 69,N,Y,0.20702236187519388,gwas_credible_sets,N,N,OpenTargets_Platform
C3orf18,chromosome 3 open reading frame 18,N,Y,0.03241781842386313,gwas_credible_sets,N,N,OpenTargets_Platform
C3orf49,chromosome 3 open reading frame 49,N,Y,0.3785719041402362,gwas_credible_sets,N,N,OpenTargets_Platform
C3orf62,chromosome 3 open reading frame 62,N,Y,0.08999027130961677,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
C4A,complement C4A (Chido/Rodgers blood group),Y,N,0.053249209324150705,europepmc,N,N,OMIM
C4B,complement C4B (Chido/Rodgers blood group),Y,N,0.012420888793595515,europepmc,N,N,OMIM
C8orf88,chromosome 8 open reading frame 88,N,Y,0.01964447518266271,gwas_credible_sets,N,N,OpenTargets_Platform
C8orf89,chromosome 8 open reading frame 89,N,Y,0.05845924866051916,gwas_credible_sets,N,N,OpenTargets_Platform
C8orf90,chromosome 8 open reading frame 90,N,Y,0.04387814863035343,gwas_credible_sets,N,N,OpenTargets_Platform
CA1,carbonic anhydrase 1,N,Y,0.05580655805738997,clinical_precedence|europepmc,N,N,OpenTargets_Platform
CA10,carbonic anhydrase 10 (inactive),N,Y,0.2801479461875066,gwas_credible_sets,N,N,OpenTargets_Platform
CA12,carbonic anhydrase 12,N,Y,0.056228949787081456,clinical_precedence|expression_atlas,N,N,OpenTargets_Platform
CA2,carbonic anhydrase 2,N,Y,0.05914548591241423,clinical_precedence|europepmc,N,N,OpenTargets_Platform
CA4,carbonic anhydrase 4,N,Y,0.05635579478587974,clinical_precedence|europepmc,N,N,OpenTargets_Platform
CA8,carbonic anhydrase 8 (inactive),N,Y,0.2950928123266081,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
CACNA1B,calcium voltage-gated channel subunit alpha1 B,N,Y,0.0587409419650976,clinical_precedence|europepmc,N,N,OpenTargets_Platform
CACNA1C,calcium voltage-gated channel subunit alpha1 C,N,Y,0.4992325962493149,gwas_credible_sets|europepmc,Y,N,OpenTargets_Platform|ClinVar
CACNA1C-AS1,,N,N,,,Y,N,ClinVar
