Gene,Gene_name,In_OMIM,In_OpenTargets_Platform,OpenTargets_score,OpenTargets_sources,In_ClinVar,In_SZDB,Databases
MAPK3,mitogen-activated protein kinase 3,N,Y,0.07936465940883404,impc|gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MAPKAPK3,MAPK activated protein kinase 3,N,Y,0.0928535311765422,gwas_credible_sets,N,N,OpenTargets_Platform
MAPT,microtubule associated protein tau,Y,Y,0.3365950266659482,gwas_credible_sets|impc|europepmc,N,N,OMIM|OpenTargets_Platform
MARCHF5,membrane associated ring-CH-type finger 5,N,Y,0.20410715965974646,gwas_credible_sets,N,N,OpenTargets_Platform
MARK2,microtubule affinity regulating kinase 2,N,Y,0.03509401309191403,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MAU2,MAU2 sister chromatid cohesion factor,N,Y,0.11478786734281297,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MBD5,methyl-CpG binding domain protein 5,N,N,0.01140318109415498,europepmc,Y,N,ClinVar
MBLAC2,metallo-beta-lactamase domain containing 2,N,Y,0.025388376714256835,gwas_credible_sets,N,N,OpenTargets_Platform
MBTPS1,"membrane bound transcription factor peptidase, site 1",N,Y,0.03039422686525487,europepmc|gwas_credible_sets,N,N,OpenTargets_Platform
MC4R,melanocortin 4 receptor,N,Y,0.1119980951300765,eva|europepmc,Y,N,OpenTargets_Platform|ClinVar
MCC,MCC regulator of Wnt signaling pathway,N,Y,0.10244884997577638,gwas_credible_sets|europepmc|expression_atlas,N,N,OpenTargets_Platform
MCHR1,melanin concentrating hormone receptor 1,N,Y,0.103458834149841,gwas_credible_sets|europepmc|expression_atlas,N,N,OpenTargets_Platform
MCM9,minichromosome maintenance 9 homologous recombination repair factor,N,Y,0.13849906594939151,gwas_credible_sets,N,N,OpenTargets_Platform
MCPH1,microcephalin 1,N,Y,0.19410218762431256,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MDFIC,MyoD family inhibitor domain containing,N,Y,0.019972701077594333,gwas_credible_sets,N,N,OpenTargets_Platform
MDGA2,MAM domain containing glycosylphosphatidylinositol anchor 2,N,Y,0.17152223546118203,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MDK,midkine,N,Y,0.1823468670307149,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ME1,malic enzyme 1,N,Y,0.026269165786457462,gwas_credible_sets,N,N,OpenTargets_Platform
MECP2,methyl-CpG binding protein 2,Y,Y,0.12756816586077444,eva|impc|europepmc,Y,N,OMIM|OpenTargets_Platform|ClinVar
MED19,mediator complex subunit 19,N,Y,0.08559456961249307,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MEF2C,myocyte enhancer factor 2C,N,Y,0.38488988114056993,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MEIS2,Meis homeobox 2,N,Y,0.1994263532733237,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MEST,,N,N,,,Y,N,ClinVar
METAP1D,"methionyl aminopeptidase type 1D, mitochondrial",N,Y,0.03414171066667695,gwas_credible_sets,N,N,OpenTargets_Platform
METTL15,"methyltransferase 15, mitochondrial 12S rRNA N4-cytidine",N,Y,0.11656914141304718,gwas_credible_sets,N,N,OpenTargets_Platform
MFAP1,microfibril associated protein 1,N,Y,0.06384018845660298,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MFAP3,microfibril associated protein 3,N,Y,0.026291175187320624,gwas_credible_sets,N,N,OpenTargets_Platform
MFGE8,milk fat globule EGF and factor V/VIII domain containing,N,Y,0.23124108030777937,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MGAT5,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase",N,Y,0.34597211316157667,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MGST2,microsomal glutathione S-transferase 2,N,Y,0.0733337486257245,gwas_credible_sets,N,N,OpenTargets_Platform
MICALL2,MICAL like 2,N,Y,0.054275898460525634,gwas_credible_sets,N,N,OpenTargets_Platform
MINDY2,MINDY lysine 48 deubiquitinase 2,N,Y,0.2126116992732162,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MIR130B,microRNA 130b,Y,N,0.0014783194187388072,europepmc,N,N,OMIM
MIR4500,,N,N,,,Y,N,ClinVar
MIR4500HG,,N,N,,,Y,N,ClinVar
MIR4686,microRNA 4686,N,Y,0.007391597093694037,eva,N,N,OpenTargets_Platform
MIR548BB,,N,N,,,Y,N,ClinVar
MIR558,,N,N,,,Y,N,ClinVar
MLC1,modulator of VRAC current 1,Y,N,0.03075186627877073,europepmc|expression_atlas,N,N,OMIM
MLEC,malectin,N,Y,0.03893045569283989,gwas_credible_sets,N,N,OpenTargets_Platform
MLF2,myeloid leukemia factor 2,N,Y,0.23906926778349444,gwas_credible_sets,N,N,OpenTargets_Platform
MLX,MAX dimerization protein MLX,N,Y,0.12627762261579503,gwas_credible_sets,N,N,OpenTargets_Platform
MLXIP,MLX interacting protein,N,Y,0.27571548776501853,gwas_credible_sets,N,N,OpenTargets_Platform
MLXIPL,MLX interacting protein like,Y,N,,,N,N,OMIM
MMP16,matrix metallopeptidase 16,N,Y,0.484576529884472,gwas_credible_sets|impc|europepmc,N,N,OpenTargets_Platform
MMP20,matrix metallopeptidase 20,N,Y,0.11087395640541053,eva,Y,N,OpenTargets_Platform|ClinVar
MMRN1,multimerin 1,N,Y,0.040809642382836464,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MOB4,"MOB family member 4, phocein",N,Y,0.07491410049099112,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MOCS2,molybdenum cofactor synthesis 2,N,Y,0.2706313819457022,gwas_credible_sets,N,N,OpenTargets_Platform
MON1A,MON1 vesicular trafficking associated A,N,Y,0.07534666580608776,gwas_credible_sets|impc|europepmc,N,N,OpenTargets_Platform
MORN5,MORN repeat containing 5,N,Y,0.02087806589140683,gwas_credible_sets,N,N,OpenTargets_Platform
MPC2,mitochondrial pyruvate carrier 2,N,Y,0.07811917503416266,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MPHOSPH9,M-phase phosphoprotein 9,N,Y,0.328156749964668,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MPO,myeloperoxidase,Y,N,0.03181979887764537,europepmc,N,N,OMIM
MRM2,mitochondrial rRNA methyltransferase 2,N,Y,0.09357211784722863,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MROH5,maestro heat like repeat family member 5 (gene/pseudogene),N,Y,0.10505138524017192,gwas_credible_sets,N,N,OpenTargets_Platform
MROH6,maestro heat like repeat family member 6,N,Y,0.2962631782828421,gwas_credible_sets,N,N,OpenTargets_Platform
MRPL19,mitochondrial ribosomal protein L19,N,Y,0.028223797739756026,gwas_credible_sets,N,N,OpenTargets_Platform
MRPL33,mitochondrial ribosomal protein L33,N,Y,0.2764205914412843,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MRPS15,mitochondrial ribosomal protein S15,N,Y,0.11259157935588728,gwas_credible_sets,N,N,OpenTargets_Platform
MRPS21,mitochondrial ribosomal protein S21,N,Y,0.05976661202824306,gwas_credible_sets,N,N,OpenTargets_Platform
MRPS30,mitochondrial ribosomal protein S30,N,Y,0.38674692421837814,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MRPS33,mitochondrial ribosomal protein S33,N,Y,0.30246108319292475,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MRRF,mitochondrial ribosome recycling factor,N,Y,0.01924741105216514,gwas_credible_sets,N,N,OpenTargets_Platform
MRTFA,myocardin related transcription factor A,N,Y,0.3785163788940531,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MRTFB,myocardin related transcription factor B,N,Y,0.050645132758646585,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MS4A1,membrane spanning 4-domains A1,N,Y,0.09998438550551071,clinical_precedence|europepmc,N,N,OpenTargets_Platform
MSANTD1,Myb/SANT DNA binding domain containing 1,N,Y,0.22603121615399327,gwas_credible_sets|expression_atlas,N,N,OpenTargets_Platform
MSANTD2,Myb/SANT DNA binding domain containing 2,N,Y,0.13579077029807357,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MSI2,musashi RNA binding protein 2,N,Y,0.2720553465366226,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MSL2,MSL complex subunit 2,N,Y,0.0603401158996916,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MSRA,methionine sulfoxide reductase A,N,Y,0.39599457208100974,gwas_credible_sets|europepmc,Y,N,OpenTargets_Platform|ClinVar
MST1R,macrophage stimulating 1 receptor,N,Y,0.0494200246791225,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MSTO1,misato mitochondrial distribution and morphology regulator 1,Y,N,0.003326218692162316,europepmc,N,N,OMIM
MT-ND1,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1,N,Y,0.26957154600702143,clinical_precedence|europepmc,N,N,OpenTargets_Platform
MT-ND2,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2,N,Y,0.26920709920587405,clinical_precedence|europepmc,N,N,OpenTargets_Platform
MT-ND3,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3,N,Y,0.26920709920587405,clinical_precedence|europepmc,N,N,OpenTargets_Platform
MT-ND4,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4,N,Y,0.26954844726610366,clinical_precedence|europepmc,N,N,OpenTargets_Platform
MT-ND4L,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L,N,Y,0.26950468415082496,clinical_precedence|expression_atlas,N,N,OpenTargets_Platform
MT-ND5,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5,N,Y,0.271063780462615,clinical_precedence|europepmc|expression_atlas,N,N,OpenTargets_Platform
MT-ND6,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6,N,Y,0.269511256358486,clinical_precedence|expression_atlas|europepmc,N,N,OpenTargets_Platform
MTHFD1,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1",N,Y,0.027136903444571994,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MTHFR,methylenetetrahydrofolate reductase,Y,Y,0.6519184818486452,eva|uniprot_literature|gwas_credible_sets|europepmc,Y,N,OMIM|OpenTargets_Platform|ClinVar
MTMR2,myotubularin related protein 2,N,Y,0.04403214409883323,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MTMR3,myotubularin related protein 3,N,Y,0.06623143364667387,gwas_credible_sets,N,N,OpenTargets_Platform
MTNR1A,melatonin receptor 1A,N,Y,0.15563832071537653,gwas_credible_sets|clinical_precedence|europepmc,N,N,OpenTargets_Platform
MTNR1B,melatonin receptor 1B,N,Y,0.347723942834442,gwas_credible_sets|clinical_precedence|europepmc,N,N,OpenTargets_Platform
MTRF1L,mitochondrial translation release factor 1 like,N,Y,0.043196231691086634,gwas_credible_sets,N,N,OpenTargets_Platform
MTRFR,mitochondrial translation release factor in rescue,N,Y,0.2589221911664382,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MUC1,"mucin 1, cell surface associated",Y,N,0.004989328038243475,europepmc,N,N,OMIM
MUSTN1,"musculoskeletal, embryonic nuclear protein 1",N,Y,0.16912474998533908,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MVB12B,multivesicular body subunit 12B,N,Y,0.018762435983101663,gwas_credible_sets,N,N,OpenTargets_Platform
MYH1,myosin heavy chain 1,N,Y,0.025015125582466213,gwas_credible_sets,N,N,OpenTargets_Platform
MYH4,myosin heavy chain 4,N,Y,0.021202252277885275,gwas_credible_sets,N,N,OpenTargets_Platform
MYO15A,myosin XVA,N,Y,0.10683529770840665,gwas_credible_sets,N,N,OpenTargets_Platform
MYO18A,myosin XVIIIA,N,Y,0.2731484004889533,gwas_credible_sets,N,N,OpenTargets_Platform
MYO19,myosin XIX,N,Y,0.3563404576685349,gwas_credible_sets,N,N,OpenTargets_Platform
MYO1C,myosin IC,N,Y,0.01900428743961521,gwas_credible_sets,N,N,OpenTargets_Platform
MYO1D,myosin ID,N,Y,0.05737733702787785,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
MYO1E,myosin IE,N,Y,0.11087395640541053,eva,Y,N,OpenTargets_Platform|ClinVar
MYO7A,myosin VIIA,N,Y,0.22910092817653058,gwas_credible_sets|impc,N,N,OpenTargets_Platform
MYORG,myogenesis regulating glycosidase,Y,N,0.0014464635848568384,expression_atlas,N,N,OMIM
MYRF,myelin regulatory factor,N,Y,0.02854032416539589,gwas_credible_sets|expression_atlas|europepmc,N,N,OpenTargets_Platform
MYT1L,myelin transcription factor 1 like,N,Y,0.3485421046201085,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NAA11,"N-alpha-acetyltransferase 11, NatA catalytic subunit",N,Y,0.35685112004007985,gwas_credible_sets,N,N,OpenTargets_Platform
NAA40,"N-alpha-acetyltransferase 40, NatD catalytic subunit",N,Y,0.06380114750782515,gwas_credible_sets,N,N,OpenTargets_Platform
NAA60,"N-alpha-acetyltransferase 60, NatF catalytic subunit",Y,N,,,N,N,OMIM
NAA80,"N-alpha-acetyltransferase 80, NatH catalytic subunit",N,Y,0.05257104419495176,gwas_credible_sets,N,N,OpenTargets_Platform
NAGA,alpha-N-acetylgalactosaminidase,N,Y,0.06465897456606662,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NALCN,"sodium leak channel, non-selective",N,Y,0.3036698785286001,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NAPRT,nicotinate phosphoribosyltransferase,N,Y,0.17707227985069082,gwas_credible_sets,N,N,OpenTargets_Platform
NAT2,N-acetyltransferase 2,N,Y,0.09121884919366552,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NBAS,NBAS subunit of NRZ tethering complex,N,Y,0.11087395640541053,eva,Y,N,OpenTargets_Platform|ClinVar
NBEA,neurobeachin,N,Y,0.02392963228537277,gwas_credible_sets,N,N,OpenTargets_Platform
NCAM1,neural cell adhesion molecule 1,N,Y,0.4650770581552348,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NCAM2,neural cell adhesion molecule 2,N,Y,0.24673666830587554,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NCDN,neurochondrin,Y,N,0.017846046411839827,europepmc,N,N,OMIM
NCK1,NCK adaptor protein 1,N,Y,0.03406401494323649,gwas_credible_sets,N,N,OpenTargets_Platform
NCKIPSD,NCK interacting protein with SH3 domain,N,Y,0.15526081765531924,gwas_credible_sets,N,N,OpenTargets_Platform
NCMAP,non-compact myelin associated protein,N,Y,0.021408861983248168,gwas_credible_sets,N,N,OpenTargets_Platform
NCOA5,nuclear receptor coactivator 5,N,Y,0.11761867878625598,gwas_credible_sets,N,N,OpenTargets_Platform
NCOA7,nuclear receptor coactivator 7,N,Y,0.032505470621862036,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NDE1,nudE neurodevelopment protein 1,Y,N,0.03641709205271347,europepmc,N,N,OMIM
NDEL1,nudE neurodevelopment protein 1 like 1,Y,N,0.03667024198727921,europepmc,N,N,OMIM
NDFIP2,Nedd4 family interacting protein 2,N,Y,0.21095636616539756,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NDRG4,NDRG family member 4,N,Y,0.23732030414743477,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NDST2,N-deacetylase and N-sulfotransferase 2,N,Y,0.024241976881733355,gwas_credible_sets,N,N,OpenTargets_Platform
NDST3,N-deacetylase and N-sulfotransferase 3,N,Y,0.3889697503819242,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NDUFA1,NADH:ubiquinone oxidoreductase subunit A1,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFA10,NADH:ubiquinone oxidoreductase subunit A10,N,Y,0.3040605327240563,clinical_precedence|eva|europepmc,Y,N,OpenTargets_Platform|ClinVar
NDUFA11,NADH:ubiquinone oxidoreductase subunit A11,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFA12,NADH:ubiquinone oxidoreductase subunit A12,N,Y,0.2778015251484481,clinical_precedence|gwas_credible_sets,N,N,OpenTargets_Platform
NDUFA13,NADH:ubiquinone oxidoreductase subunit A13,N,Y,0.2943588824086877,clinical_precedence|gwas_credible_sets,N,N,OpenTargets_Platform
NDUFA2,NADH:ubiquinone oxidoreductase subunit A2,N,Y,0.27524635346271253,clinical_precedence|gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NDUFA5,NADH:ubiquinone oxidoreductase subunit A5,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,N,Y,0.28794149598404845,clinical_precedence|gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NDUFA7,NADH:ubiquinone oxidoreductase subunit A7,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFA8,NADH:ubiquinone oxidoreductase subunit A8,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFAB1,NADH:ubiquinone oxidoreductase subunit AB1,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFAF2,NADH:ubiquinone oxidoreductase complex assembly factor 2,N,Y,0.2959809206787509,clinical_precedence|gwas_credible_sets,N,N,OpenTargets_Platform
NDUFAF3,NADH:ubiquinone oxidoreductase complex assembly factor 3,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFAF7,NADH:ubiquinone oxidoreductase complex assembly factor 7,N,Y,0.08292918700071518,gwas_credible_sets,N,N,OpenTargets_Platform
NDUFB1,NADH:ubiquinone oxidoreductase subunit B1,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFB10,NADH:ubiquinone oxidoreductase subunit B10,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFB11,NADH:ubiquinone oxidoreductase subunit B11,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFB2,NADH:ubiquinone oxidoreductase subunit B2,N,Y,0.2706854186246128,clinical_precedence|europepmc,N,N,OpenTargets_Platform
NDUFB3,NADH:ubiquinone oxidoreductase subunit B3,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFB5,NADH:ubiquinone oxidoreductase subunit B5,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFB7,NADH:ubiquinone oxidoreductase subunit B7,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFB8,NADH:ubiquinone oxidoreductase subunit B8,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFB9,NADH:ubiquinone oxidoreductase subunit B9,N,Y,0.26920709920587405,clinical_precedence|europepmc,N,N,OpenTargets_Platform
NDUFC1,NADH:ubiquinone oxidoreductase subunit C1,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFC2,NADH:ubiquinone oxidoreductase subunit C2,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,N,Y,0.2760079556905435,clinical_precedence|europepmc,N,N,OpenTargets_Platform
NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2,N,Y,0.2709164060337908,clinical_precedence|europepmc,N,N,OpenTargets_Platform
NDUFS3,NADH:ubiquinone oxidoreductase core subunit S3,N,Y,0.26985386395157224,clinical_precedence|europepmc,N,N,OpenTargets_Platform
NDUFS4,NADH:ubiquinone oxidoreductase subunit S4,N,Y,0.2741480660879843,clinical_precedence|gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NDUFS5,NADH:ubiquinone oxidoreductase subunit S5,N,Y,0.28594537082454413,clinical_precedence|impc,N,N,OpenTargets_Platform
NDUFS6,NADH:ubiquinone oxidoreductase subunit S6,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7,N,Y,0.27169406364468984,clinical_precedence|europepmc,N,N,OpenTargets_Platform
NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1,N,Y,0.27303060812472874,clinical_precedence|europepmc,N,N,OpenTargets_Platform
NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2,N,Y,0.28862000962715584,clinical_precedence|europepmc,N,N,OpenTargets_Platform
NDUFV3,NADH:ubiquinone oxidoreductase subunit V3,N,Y,0.2688375193511893,clinical_precedence,N,N,OpenTargets_Platform
NEBL,nebulette,N,Y,0.2623191742338829,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NEGR1,neuronal growth regulator 1,N,Y,0.4544249476987411,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NEK1,NIMA related kinase 1,N,Y,0.282954840750444,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NEK10,NIMA related kinase 10,N,Y,0.13691532530597195,gwas_credible_sets,N,N,OpenTargets_Platform
NEK4,NIMA related kinase 4,N,Y,0.1581594646480773,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NETO1,neuropilin and tolloid like 1,N,Y,0.20013322511177292,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NEU2,neuraminidase 2,N,Y,0.05907382875616553,gwas_credible_sets,N,N,OpenTargets_Platform
NEXN,nexilin F-actin binding protein,N,Y,0.05499857208504,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NFIA,nuclear factor I A,N,Y,0.2452213976581079,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NFIB,nuclear factor I B,N,Y,0.3565388051738651,gwas_credible_sets|europepmc,Y,N,OpenTargets_Platform|ClinVar
NFKB1,nuclear factor kappa B subunit 1,N,Y,0.09748988054231872,europepmc|gwas_credible_sets,N,N,OpenTargets_Platform
NGEF,neuronal guanine nucleotide exchange factor,N,Y,0.41085717137354427,gwas_credible_sets,N,N,OpenTargets_Platform
NIT1,nitrilase 1,Y,N,,,N,N,OMIM
NKAIN3,sodium/potassium transporting ATPase interacting 3,N,Y,0.30238767888644996,gwas_credible_sets,N,N,OpenTargets_Platform
NKIRAS1,NFKB inhibitor interacting Ras like 1,N,Y,0.11069119990108821,gwas_credible_sets,N,N,OpenTargets_Platform
NKX2-5,NK2 homeobox 5,Y,N,,,N,N,OMIM
NKX2-6,NK2 homeobox 6,Y,N,,,N,N,OMIM
NKX6-2,NK6 homeobox 2,N,Y,0.059111563354894744,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NLGN3,neuroligin 3,Y,N,0.09055109070209286,impc|europepmc,N,N,OMIM
NLGN4X,neuroligin 4 X-linked,Y,Y,0.38450284244525057,gwas_credible_sets|europepmc,N,N,OMIM|OpenTargets_Platform
NLRP12,,N,N,,,Y,N,ClinVar
NMB,neuromedin B,N,Y,0.3221484185728965,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NMRAL1,NmrA like redox sensor 1,N,Y,0.12133021704274177,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NMUR2,neuromedin U receptor 2,N,Y,0.4318609524060297,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NOA1,nitric oxide associated 1,N,Y,0.021103394464162165,gwas_credible_sets,N,N,OpenTargets_Platform
NOS1,nitric oxide synthase 1,Y,N,0.07108082408366354,europepmc,N,N,OMIM
NOS1AP,nitric oxide synthase 1 adaptor protein,Y,N,0.06134445625343808,europepmc,N,N,OMIM
NOTCH2NLC,notch 2 N-terminal like C,Y,N,,,N,N,OMIM
NOTCH4,notch receptor 4,Y,N,0.054405470753137536,europepmc,N,N,OMIM
NOX1,NADPH oxidase 1,Y,N,0.008664594370941343,europepmc,N,N,OMIM
NOX3,NADPH oxidase 3,N,Y,0.22377649127032603,gwas_credible_sets|impc,N,N,OpenTargets_Platform
NOX4,NADPH oxidase 4,N,Y,0.13936826805063102,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NPAS3,neuronal PAS domain protein 3,Y,Y,0.41455844411913045,gwas_credible_sets|europepmc,Y,N,OMIM|OpenTargets_Platform|ClinVar
NPBWR1,neuropeptides B and W receptor 1,N,N,0.004434958256216422,europepmc,Y,N,ClinVar
NPC1,NPC intracellular cholesterol transporter 1,N,Y,0.30023072104346116,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NPIPB8,nuclear pore complex interacting protein family member B8,N,Y,0.02710367261047742,gwas_credible_sets,N,N,OpenTargets_Platform
NPIPB9,nuclear pore complex interacting protein family member B9,N,Y,0.019860069834230595,gwas_credible_sets,N,N,OpenTargets_Platform
NPRL2,"NPR2 like, GATOR1 complex subunit",N,Y,0.030032567847815245,gwas_credible_sets,N,N,OpenTargets_Platform
NPY,neuropeptide Y,Y,Y,0.07429526062985045,europepmc|gwas_credible_sets|expression_atlas,N,N,OMIM|OpenTargets_Platform
NPY4R,neuropeptide Y receptor Y4,N,Y,0.07437794575529624,clinical_precedence|europepmc,N,N,OpenTargets_Platform
NPY5R,neuropeptide Y receptor Y5,N,Y,0.07391597093694036,clinical_precedence,N,N,OpenTargets_Platform
NR0B1,nuclear receptor subfamily 0 group B member 1,Y,N,0.002751316695986113,europepmc,N,N,OMIM
NR1D2,nuclear receptor subfamily 1 group D member 2,N,Y,0.191799298711527,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NR2C1,nuclear receptor subfamily 2 group C member 1,N,Y,0.020065079707002286,gwas_credible_sets,N,N,OpenTargets_Platform
NR2F1,nuclear receptor subfamily 2 group F member 1,N,Y,0.07306375966605566,gwas_credible_sets,N,N,OpenTargets_Platform
NR4A2,nuclear receptor subfamily 4 group A member 2,N,Y,0.1651854713147243,gwas_credible_sets|europepmc|expression_atlas,N,N,OpenTargets_Platform
NRBF2,nuclear receptor binding factor 2,N,Y,0.38466695634635084,gwas_credible_sets,N,N,OpenTargets_Platform
NRBP2,nuclear receptor binding protein 2,N,Y,0.05179313450838398,gwas_credible_sets,N,N,OpenTargets_Platform
NRG1,neuregulin 1,Y,N,0.12839670159593788,europepmc|impc,Y,N,OMIM|ClinVar
NRG3,neuregulin 3,Y,N,0.05650819430115631,europepmc,N,N,OMIM
NRGN,neurogranin,N,Y,0.4777009816100387,gwas_credible_sets|impc|europepmc,N,N,OpenTargets_Platform
NRIP1,nuclear receptor interacting protein 1,N,Y,0.4088497522499359,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NRIP2,nuclear receptor interacting protein 2,N,Y,0.022881816284915212,gwas_credible_sets,N,N,OpenTargets_Platform
NRXN1,neurexin 1,Y,Y,0.5337887546736327,eva|uniprot_literature|europepmc,Y,N,OMIM|OpenTargets_Platform|ClinVar
NRXN1-DT,,N,N,,,Y,N,ClinVar
NRXN2,neurexin 2,Y,N,0.05016368100881004,impc|europepmc,Y,N,OMIM|ClinVar
NRXN3,neurexin 3,N,Y,0.3376756879599643,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
NSD3,nuclear receptor binding SET domain protein 3,N,Y,0.15344987230138274,gwas_credible_sets,N,N,OpenTargets_Platform
NSF,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase",Y,N,0.008476803413255489,europepmc|expression_atlas,N,N,OMIM
NSUN6,NOP2/Sun RNA methyltransferase 6,N,Y,0.11343161430441126,gwas_credible_sets,N,N,OpenTargets_Platform
